,life_satis,y_age,sex,educ,mar_st,occupation,vacation,money,fin_state_change,yj60.4a8,change_job,social_media,preg,physical_activity,alcohol,smoker,depression,health,level_of_trust,num_of_children,is_religious
9211,4.0,29.0,2.0,4.0,2.0,7.0,0.0,3000.0,3.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
9212,5.0,31.0,1.0,4.0,2.0,12.0,1.0,23000.0,3.0,2.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0
9214,4.0,35.0,1.0,4.0,2.0,12.0,2.0,27200.0,3.0,2.0,1.0,1.0,0.0,99999995.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0
9215,4.0,28.0,2.0,4.0,2.0,12.0,1.0,11000.0,4.0,2.0,2.0,1.0,2.0,99999995.0,2.0,2.0,99999997.0,2.0,1.0,2.0,2.0
9216,4.0,30.0,1.0,4.0,2.0,12.0,2.0,25000.0,4.0,2.0,1.0,1.0,0.0,99999995.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0
9219,3.0,66.0,1.0,4.0,3.0,4.0,0.0,15000.0,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,3.0,2.0,0.0,1.0
9220,3.0,47.0,2.0,5.0,3.0,9.0,0.0,0.0,3.0,2.0,2.0,0.0,2.0,99999995.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0
9221,4.0,81.0,2.0,4.0,5.0,4.0,0.0,21000.0,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,4.0,2.0,2.0,2.0
9223,4.0,28.0,2.0,6.0,2.0,6.0,2.0,6000.0,4.0,2.0,2.0,1.0,2.0,99999995.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0
9224,4.0,63.0,1.0,4.0,3.0,4.0,0.0,12405.0,3.0,2.0,2.0,1.0,0.0,99999995.0,0.0,1.0,2.0,99999999.0,3.0,2.0,1.0
9228,3.0,78.0,2.0,2.0,5.0,4.0,0.0,15000.0,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,3.0,2.0,1.0,1.0
9229,1.0,89.0,2.0,2.0,5.0,4.0,0.0,24100.0,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,4.0,2.0,0.0,1.0
9230,4.0,32.0,2.0,6.0,2.0,12.0,2.0,26000.0,3.0,2.0,2.0,1.0,2.0,99999995.0,1.0,2.0,2.0,2.0,3.0,2.0,2.0
9231,4.0,35.0,1.0,6.0,2.0,12.0,1.0,75000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0
9233,4.0,66.0,2.0,4.0,3.0,4.0,0.0,28512.0,3.0,2.0,2.0,2.0,0.0,99999995.0,0.0,2.0,2.0,4.0,1.0,2.0,1.0
9234,4.0,73.0,1.0,5.0,3.0,4.0,0.0,31512.0,3.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,3.0,3.0,1.0,2.0
9235,4.0,36.0,1.0,4.0,2.0,11.0,0.0,45000.0,2.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,3.0
9237,3.0,32.0,1.0,4.0,3.0,12.0,2.0,0.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,3.0,0.0,4.0
9238,2.0,67.0,2.0,6.0,2.0,4.0,0.0,14100.0,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,1.0,4.0,3.0,0.0,2.0
9239,3.0,64.0,1.0,4.0,2.0,4.0,0.0,18200.0,3.0,2.0,2.0,2.0,0.0,99999995.0,0.0,2.0,1.0,4.0,2.0,0.0,3.0
9240,4.0,33.0,1.0,6.0,2.0,12.0,1.0,35000.0,3.0,2.0,2.0,2.0,0.0,99999995.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
9241,2.0,33.0,2.0,6.0,2.0,12.0,1.0,23000.0,3.0,2.0,2.0,1.0,2.0,99999995.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0
9243,2.0,30.0,2.0,6.0,2.0,12.0,2.0,12000.0,4.0,2.0,1.0,1.0,2.0,99999995.0,0.0,2.0,2.0,2.0,3.0,1.0,2.0
9244,3.0,31.0,1.0,4.0,2.0,12.0,1.0,28000.0,3.0,2.0,1.0,1.0,0.0,99999995.0,0.0,1.0,2.0,2.0,3.0,1.0,3.0
9246,4.0,23.0,1.0,5.0,1.0,16.0,0.0,10000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,3.0,0.0,3.0
9247,3.0,70.0,2.0,5.0,2.0,4.0,0.0,16000.0,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,1.0,3.0,3.0,2.0,2.0
9248,3.0,71.0,1.0,5.0,2.0,4.0,0.0,17600.0,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,4.0,3.0,2.0,3.0
9249,1.0,55.0,1.0,4.0,3.0,12.0,2.0,16000.0,3.0,2.0,1.0,0.0,0.0,99999995.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0
9250,1.0,55.0,2.0,4.0,3.0,9.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,99999995.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0
9251,4.0,62.0,2.0,6.0,1.0,12.0,1.0,35100.0,4.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,1.0,3.0,1.0,0.0,1.0
9252,5.0,30.0,1.0,6.0,2.0,12.0,1.0,59800.0,3.0,2.0,2.0,1.0,0.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0
9255,3.0,62.0,2.0,4.0,2.0,4.0,0.0,15820.0,3.0,1.0,2.0,2.0,0.0,99999995.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0
9256,2.0,66.0,1.0,2.0,2.0,4.0,0.0,17420.0,3.0,1.0,2.0,0.0,0.0,99999995.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0
9257,5.0,78.0,2.0,2.0,5.0,4.0,0.0,15000.0,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,3.0,2.0,0.0,1.0
9259,2.0,57.0,1.0,4.0,1.0,9.0,0.0,6000.0,3.0,2.0,2.0,0.0,0.0,99999995.0,1.0,2.0,2.0,2.0,2.0,0.0,4.0
9262,4.0,39.0,1.0,3.0,2.0,12.0,2.0,25000.0,2.0,2.0,2.0,1.0,0.0,99999995.0,1.0,1.0,2.0,2.0,2.0,3.0,3.0
9263,4.0,28.0,2.0,6.0,2.0,7.0,0.0,20000.0,4.0,2.0,2.0,1.0,2.0,99999995.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0
9264,3.0,26.0,1.0,4.0,3.0,99999997.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,99999995.0,0.0,1.0,2.0,2.0,2.0,3.0,99999997.0
9266,1.0,20.0,1.0,4.0,1.0,13.0,0.0,30000.0,3.0,2.0,2.0,2.0,0.0,99999995.0,0.0,2.0,2.0,2.0,3.0,0.0,4.0
9267,3.0,50.0,1.0,4.0,3.0,4.0,0.0,9407.0,3.0,2.0,1.0,0.0,0.0,99999995.0,0.0,1.0,2.0,3.0,2.0,1.0,3.0
9268,5.0,51.0,2.0,4.0,5.0,12.0,1.0,38000.0,2.0,2.0,2.0,1.0,2.0,99999995.0,1.0,2.0,2.0,2.0,3.0,1.0,2.0
9269,3.0,32.0,2.0,5.0,3.0,13.0,0.0,20000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,99999997.0,0.0,99999997.0
9271,2.0,24.0,2.0,5.0,1.0,16.0,0.0,22600.0,3.0,2.0,2.0,1.0,0.0,6.0,1.0,2.0,2.0,2.0,3.0,0.0,2.0
9272,3.0,57.0,2.0,6.0,4.0,4.0,0.0,9500.0,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,4.0,1.0,2.0,2.0
9273,4.0,30.0,2.0,6.0,2.0,13.0,0.0,35000.0,5.0,2.0,2.0,1.0,2.0,99999995.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
9274,4.0,36.0,1.0,4.0,2.0,11.0,0.0,30000.0,4.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
9276,2.0,57.0,2.0,6.0,3.0,4.0,0.0,29311.0,3.0,2.0,2.0,1.0,0.0,99999995.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0
9277,4.0,65.0,1.0,6.0,3.0,12.0,1.0,32000.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,1.0,3.0,2.0,1.0,1.0
9278,2.0,57.0,2.0,4.0,2.0,4.0,0.0,14680.0,3.0,2.0,2.0,1.0,0.0,99999995.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0
9279,3.0,51.0,1.0,4.0,2.0,12.0,2.0,80000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0
9280,4.0,24.0,2.0,6.0,1.0,12.0,1.0,25000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0
9281,3.0,48.0,1.0,4.0,4.0,8.0,0.0,11500.0,4.0,2.0,1.0,2.0,0.0,4.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0
9282,4.0,40.0,2.0,6.0,2.0,12.0,1.0,26000.0,4.0,2.0,2.0,1.0,2.0,99999995.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
9283,2.0,42.0,1.0,4.0,2.0,12.0,1.0,28660.0,4.0,2.0,2.0,2.0,0.0,99999995.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0
9286,2.0,84.0,2.0,5.0,5.0,4.0,0.0,23664.0,3.0,2.0,2.0,0.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,2.0,1.0
9287,2.0,73.0,2.0,6.0,5.0,4.0,0.0,17269.0,5.0,2.0,2.0,0.0,0.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0
9288,2.0,50.0,1.0,5.0,4.0,13.0,0.0,10000.0,5.0,2.0,1.0,2.0,0.0,99999997.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0
9290,5.0,26.0,2.0,6.0,2.0,7.0,0.0,5000.0,3.0,2.0,1.0,1.0,2.0,99999995.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0
9292,4.0,54.0,2.0,6.0,4.0,12.0,1.0,60000.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,3.0
9294,4.0,27.0,2.0,6.0,2.0,12.0,1.0,15000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0
9296,4.0,60.0,2.0,3.0,5.0,12.0,2.0,26370.0,4.0,2.0,2.0,0.0,0.0,99999995.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
9297,4.0,63.0,2.0,5.0,5.0,12.0,1.0,42000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,2.0,1.0,1.0,2.0,3.0,1.0,2.0
9298,3.0,25.0,2.0,4.0,2.0,7.0,0.0,99999998.0,3.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0
9300,3.0,36.0,2.0,4.0,2.0,7.0,0.0,99999998.0,3.0,2.0,2.0,1.0,2.0,99999995.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
9301,4.0,38.0,2.0,4.0,4.0,13.0,0.0,18000.0,2.0,2.0,2.0,1.0,2.0,99999995.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0
9302,4.0,18.0,2.0,5.0,1.0,16.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0
9303,3.0,15.0,2.0,2.0,1.0,1.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,2.0,0.0,1.0
9305,3.0,63.0,2.0,4.0,1.0,4.0,0.0,10200.0,3.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0
9306,4.0,19.0,1.0,5.0,1.0,16.0,0.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0
9307,3.0,17.0,1.0,5.0,1.0,16.0,0.0,99999997.0,3.0,2.0,2.0,1.0,0.0,6.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0
9309,4.0,59.0,1.0,3.0,2.0,13.0,0.0,30000.0,2.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0
9322,4.0,24.0,1.0,4.0,1.0,13.0,0.0,20000.0,2.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,3.0,0.0,2.0
9323,4.0,25.0,2.0,4.0,1.0,13.0,0.0,16000.0,2.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,3.0,0.0,1.0
9326,4.0,31.0,2.0,4.0,2.0,7.0,0.0,99999998.0,2.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0
9331,2.0,45.0,2.0,3.0,3.0,9.0,0.0,5000.0,3.0,2.0,1.0,0.0,2.0,99999995.0,1.0,1.0,2.0,3.0,2.0,1.0,2.0
9332,2.0,57.0,1.0,4.0,3.0,12.0,2.0,7000.0,3.0,2.0,2.0,0.0,0.0,99999995.0,1.0,1.0,2.0,3.0,2.0,0.0,4.0
9333,4.0,61.0,1.0,5.0,3.0,4.0,0.0,9900.0,3.0,2.0,2.0,0.0,0.0,99999995.0,1.0,2.0,2.0,2.0,99999999.0,1.0,3.0
9334,3.0,51.0,1.0,6.0,4.0,12.0,1.0,13000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0
9335,4.0,40.0,2.0,6.0,2.0,12.0,1.0,20000.0,3.0,2.0,2.0,1.0,2.0,99999995.0,0.0,2.0,2.0,3.0,3.0,1.0,2.0
9336,4.0,39.0,1.0,6.0,2.0,12.0,2.0,20000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,3.0,1.0,2.0
9338,4.0,32.0,2.0,5.0,3.0,5.0,1.0,30000.0,3.0,2.0,2.0,1.0,2.0,99999995.0,2.0,2.0,2.0,3.0,99999999.0,1.0,2.0
9339,2.0,36.0,2.0,6.0,4.0,12.0,2.0,12000.0,5.0,2.0,2.0,2.0,2.0,99999995.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0
9341,2.0,52.0,2.0,4.0,1.0,11.0,0.0,30000.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0
9342,4.0,83.0,2.0,2.0,5.0,4.0,0.0,15000.0,2.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,3.0,3.0,1.0,2.0
9343,3.0,24.0,2.0,4.0,1.0,12.0,99999999.0,15000.0,4.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,3.0,3.0,0.0,3.0
9344,4.0,59.0,1.0,5.0,2.0,11.0,2.0,99999998.0,3.0,2.0,2.0,1.0,0.0,4.0,1.0,2.0,2.0,3.0,2.0,3.0,2.0
9345,4.0,57.0,2.0,5.0,2.0,4.0,0.0,12000.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,3.0,3.0,3.0,2.0
9346,4.0,19.0,2.0,5.0,1.0,16.0,0.0,0.0,3.0,2.0,2.0,1.0,0.0,6.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0
9347,4.0,42.0,1.0,5.0,2.0,12.0,1.0,32000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,1.0,1.0,2.0,2.0,3.0,0.0,2.0
9348,2.0,47.0,1.0,4.0,6.0,8.0,0.0,0.0,5.0,2.0,1.0,0.0,0.0,99999995.0,1.0,1.0,2.0,3.0,2.0,2.0,4.0
9349,4.0,69.0,2.0,6.0,5.0,4.0,0.0,26000.0,3.0,2.0,2.0,1.0,0.0,6.0,1.0,2.0,2.0,3.0,1.0,2.0,2.0
9351,4.0,30.0,1.0,5.0,2.0,12.0,1.0,65000.0,3.0,2.0,2.0,1.0,0.0,6.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0
9352,4.0,45.0,2.0,6.0,4.0,12.0,1.0,50000.0,4.0,2.0,2.0,1.0,2.0,99999995.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0
9353,4.0,66.0,2.0,5.0,5.0,4.0,0.0,16000.0,3.0,2.0,2.0,0.0,0.0,99999995.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0
9354,5.0,17.0,2.0,3.0,1.0,1.0,0.0,15000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,2.0,0.0,3.0
9355,4.0,28.0,1.0,5.0,1.0,12.0,1.0,550000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0
9356,5.0,36.0,1.0,4.0,1.0,12.0,1.0,100000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,1.0,2.0,2.0,2.0,1.0,0.0,2.0
9357,4.0,41.0,2.0,6.0,4.0,12.0,1.0,60000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0
9358,3.0,69.0,2.0,5.0,5.0,4.0,0.0,17000.0,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,3.0,2.0,1.0,2.0
9359,4.0,78.0,1.0,3.0,5.0,4.0,0.0,40000.0,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,1.0,4.0,2.0,1.0,3.0
9360,4.0,39.0,2.0,4.0,2.0,12.0,2.0,40000.0,4.0,2.0,2.0,1.0,2.0,99999995.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0
9361,3.0,42.0,1.0,4.0,2.0,12.0,2.0,60000.0,5.0,2.0,2.0,2.0,0.0,99999995.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0
9362,5.0,14.0,1.0,2.0,1.0,1.0,0.0,0.0,4.0,2.0,2.0,2.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,0.0,3.0
9364,5.0,29.0,1.0,6.0,2.0,12.0,1.0,40000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,2.0,1.0,2.0,2.0,1.0,0.0,3.0
9365,4.0,26.0,2.0,6.0,2.0,12.0,1.0,35000.0,3.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,5.0
9366,4.0,28.0,1.0,5.0,2.0,11.0,0.0,60000.0,4.0,2.0,2.0,1.0,0.0,6.0,2.0,2.0,2.0,2.0,3.0,0.0,5.0
9367,4.0,37.0,2.0,6.0,2.0,12.0,1.0,40000.0,2.0,2.0,2.0,2.0,2.0,99999995.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0
9368,2.0,62.0,2.0,4.0,4.0,4.0,0.0,12000.0,4.0,2.0,2.0,0.0,0.0,99999995.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0
9369,4.0,36.0,1.0,6.0,2.0,12.0,1.0,70000.0,4.0,2.0,2.0,2.0,0.0,99999995.0,1.0,1.0,2.0,3.0,1.0,2.0,2.0
9372,4.0,78.0,2.0,5.0,5.0,4.0,0.0,20500.0,4.0,2.0,2.0,0.0,0.0,6.0,0.0,2.0,2.0,4.0,3.0,1.0,2.0
9373,4.0,69.0,2.0,6.0,5.0,4.0,0.0,17000.0,4.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,1.0,4.0,1.0,1.0,2.0
9374,3.0,80.0,2.0,5.0,5.0,4.0,0.0,19000.0,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,3.0,2.0,1.0,2.0
9375,4.0,58.0,2.0,5.0,4.0,12.0,1.0,51000.0,3.0,2.0,2.0,2.0,0.0,99999995.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0
9376,4.0,37.0,2.0,6.0,1.0,12.0,1.0,60000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,2.0,1.0,2.0,2.0,2.0,0.0,3.0
9377,4.0,32.0,2.0,6.0,2.0,12.0,2.0,27000.0,2.0,2.0,2.0,1.0,2.0,6.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0
9378,2.0,31.0,1.0,6.0,2.0,12.0,2.0,120000.0,4.0,2.0,2.0,1.0,0.0,99999995.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0
9383,4.0,18.0,2.0,4.0,1.0,16.0,0.0,8700.0,3.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,3.0,0.0,2.0
9384,3.0,54.0,2.0,5.0,2.0,4.0,0.0,12000.0,4.0,2.0,2.0,1.0,2.0,99999995.0,1.0,2.0,2.0,3.0,2.0,2.0,2.0
9385,4.0,59.0,1.0,5.0,2.0,12.0,1.0,50000.0,4.0,2.0,2.0,1.0,0.0,99999995.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0
9386,4.0,28.0,2.0,6.0,2.0,12.0,1.0,40000.0,4.0,2.0,2.0,1.0,2.0,99999995.0,0.0,2.0,2.0,3.0,3.0,0.0,2.0
9387,2.0,26.0,2.0,6.0,1.0,8.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0,99999995.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0
9388,3.0,37.0,1.0,4.0,2.0,12.0,2.0,40000.0,4.0,2.0,2.0,1.0,0.0,99999995.0,2.0,1.0,2.0,2.0,2.0,0.0,2.0
9389,3.0,49.0,2.0,6.0,2.0,12.0,1.0,85000.0,3.0,2.0,2.0,1.0,2.0,99999995.0,1.0,1.0,2.0,3.0,2.0,1.0,3.0
9390,4.0,88.0,2.0,6.0,5.0,4.0,0.0,20000.0,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0
9391,3.0,34.0,2.0,6.0,2.0,7.0,0.0,25000.0,3.0,2.0,2.0,1.0,2.0,1.0,0.0,2.0,2.0,3.0,2.0,2.0,4.0
9392,2.0,31.0,1.0,6.0,2.0,12.0,1.0,70000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,0.0,2.0,2.0,3.0,2.0,2.0,5.0
9396,4.0,32.0,1.0,3.0,2.0,12.0,1.0,57000.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0
9401,4.0,72.0,2.0,5.0,2.0,4.0,0.0,4500.0,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,2.0,3.0,2.0,2.0
9404,3.0,25.0,1.0,4.0,2.0,12.0,1.0,38000.0,4.0,2.0,2.0,1.0,0.0,99999995.0,1.0,2.0,2.0,2.0,99999999.0,1.0,2.0
9406,4.0,33.0,1.0,6.0,1.0,8.0,0.0,0.0,4.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,2.0,3.0,0.0,2.0
9407,3.0,46.0,2.0,5.0,4.0,11.0,0.0,22000.0,5.0,2.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,3.0,3.0,2.0,1.0
9411,4.0,70.0,1.0,6.0,2.0,4.0,0.0,22000.0,3.0,2.0,2.0,1.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0
9412,3.0,65.0,2.0,6.0,2.0,4.0,0.0,11300.0,3.0,2.0,2.0,1.0,0.0,99999995.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0
9413,4.0,90.0,2.0,6.0,5.0,4.0,0.0,25000.0,3.0,2.0,2.0,0.0,0.0,99999995.0,0.0,2.0,2.0,4.0,3.0,2.0,1.0
9414,4.0,46.0,1.0,4.0,2.0,12.0,1.0,35000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,1.0,2.0,2.0,3.0,3.0,1.0,2.0
9415,3.0,32.0,1.0,4.0,3.0,12.0,2.0,30000.0,2.0,2.0,2.0,1.0,0.0,99999995.0,1.0,1.0,2.0,3.0,3.0,1.0,2.0
9416,4.0,39.0,2.0,6.0,2.0,12.0,1.0,40000.0,3.0,2.0,2.0,1.0,2.0,6.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0
9417,3.0,39.0,1.0,6.0,2.0,12.0,2.0,40000.0,3.0,2.0,2.0,1.0,0.0,6.0,0.0,2.0,2.0,3.0,3.0,1.0,2.0
9418,5.0,15.0,1.0,2.0,1.0,1.0,0.0,5000.0,3.0,2.0,99999998.0,1.0,0.0,6.0,0.0,2.0,2.0,2.0,1.0,0.0,4.0
9420,4.0,37.0,2.0,6.0,2.0,12.0,1.0,53000.0,3.0,2.0,2.0,1.0,2.0,6.0,0.0,2.0,2.0,4.0,2.0,1.0,2.0
9421,4.0,40.0,1.0,6.0,2.0,12.0,1.0,66000.0,3.0,2.0,2.0,1.0,0.0,6.0,0.0,2.0,2.0,4.0,3.0,1.0,2.0
9427,3.0,38.0,2.0,3.0,4.0,12.0,1.0,24000.0,2.0,2.0,1.0,1.0,2.0,99999995.0,0.0,2.0,2.0,3.0,2.0,1.0,2.0
9428,3.0,17.0,2.0,3.0,1.0,1.0,0.0,600.0,4.0,2.0,2.0,1.0,0.0,3.0,0.0,2.0,1.0,3.0,3.0,0.0,1.0
9429,4.0,32.0,2.0,6.0,3.0,13.0,0.0,27000.0,3.0,2.0,2.0,1.0,2.0,99999995.0,0.0,2.0,2.0,2.0,3.0,1.0,2.0
9430,4.0,33.0,1.0,6.0,3.0,13.0,0.0,30000.0,3.0,2.0,2.0,1.0,0.0,99999995.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0
9432,4.0,61.0,1.0,2.0,3.0,4.0,0.0,8400.0,2.0,2.0,2.0,0.0,0.0,99999995.0,1.0,2.0,2.0,3.0,1.0,0.0,2.0
9433,4.0,70.0,2.0,2.0,3.0,4.0,0.0,8954.0,2.0,2.0,2.0,0.0,0.0,99999995.0,2.0,2.0,2.0,4.0,3.0,3.0,1.0
9434,5.0,37.0,1.0,6.0,2.0,12.0,1.0,30000.0,3.0,2.0,2.0,1.0,0.0,4.0,0.0,2.0,2.0,2.0,2.0,2.0,1.0
9436,3.0,29.0,2.0,4.0,2.0,12.0,2.0,20000.0,2.0,2.0,2.0,1.0,2.0,99999995.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
9443,2.0,54.0,2.0,4.0,3.0,12.0,1.0,34800.0,3.0,2.0,2.0,2.0,2.0,99999995.0,0.0,2.0,2.0,3.0,3.0,2.0,2.0
9444,4.0,54.0,1.0,4.0,3.0,12.0,2.0,45000.0,3.0,2.0,2.0,2.0,0.0,99999995.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0
9446,2.0,74.0,2.0,4.0,5.0,4.0,0.0,12153.0,3.0,2.0,2.0,0.0,0.0,99999995.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0
9449,3.0,19.0,2.0,5.0,1.0,12.0,1.0,15500.0,3.0,2.0,1.0,1.0,0.0,6.0,0.0,2.0,2.0,3.0,1.0,0.0,2.0
9450,3.0,34.0,1.0,5.0,3.0,12.0,1.0,40000.0,3.0,2.0,1.0,1.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0
9451,3.0,44.0,2.0,6.0,2.0,12.0,1.0,20000.0,4.0,2.0,2.0,1.0,2.0,6.0,2.0,2.0,2.0,99999999.0,1.0,2.0,2.0
